user_id,device_type,location,age_group,gender,ad_id,content_type,ad_topic,ad_target_audience,click_through_rate,conversion_rate,engagement_level,view_time,cost_per_click,ROI,date,time
245,Mobile,Canada,45-54,Male,A2250,Text,Automotive,Family Oriented,0.1079700180298255,0.0691,Shared,29,1.35,0.55,2025-06-28,03:43:45
372,Tablet,USA,18-24,Female,A4583,Image,Travel,Family Oriented,0.0165357627104153,0.0873,Liked,53,1.23,0.12,2025-10-12,17:36:49
719,Tablet,Canada,45-54,Female,A3373,Text,Fashion,Young Adults,0.1404928264283271,0.0926,Liked,41,1.0,1.3,2025-05-10,14:24:24
310,Mobile,USA,45-54,Female,A4692,Image,Automotive,Family Oriented,0.1217995891296344,0.1396,Liked,48,0.19,8.95,2025-06-07,05:41:18
748,Tablet,India,18-24,Female,A1082,Video,Electronics,Tech Enthusiasts,0.1310704674623058,0.0276,Ignored,47,0.28,1.29,2025-06-10,12:13:07
818,Desktop,Canada,45-54,Female,A8435,Video,Health,Family Oriented,0.0955728996494258,0.0769,Liked,34,1.22,0.6,2025-09-19,05:19:27
844,Tablet,UK,55+,Female,A7564,Text,Fashion,Fitness Lovers,0.0262499669076679,0.0491,Shared,13,1.11,0.12,2025-05-06,18:27:32
742,Desktop,Germany,35-44,Male,A6747,Video,Automotive,Young Adults,0.0342717932685537,0.0849,Liked,40,1.48,0.2,2025-08-16,18:49:05
438,Mobile,UK,55+,Female,A9544,Image,Health,Travel Lovers,0.0560590192295195,0.13,Commented,53,0.7,1.04,2025-08-08,02:04:20
504,Tablet,USA,25-34,Female,A4049,Text,Electronics,Young Adults,0.1408848441119188,0.0321,Shared,60,0.84,0.54,2025-12-08,11:36:12
495,Mobile,Canada,25-34,Female,A9990,Image,Health,Family Oriented,0.0190647002085595,0.0468,Commented,34,0.76,0.12,2025-07-26,08:10:04
301,Desktop,UK,45-54,Male,A8065,Image,Automotive,Young Adults,0.0165942931397296,0.0363,Commented,19,0.58,0.1,2025-01-29,04:51:15
445,Desktop,Canada,45-54,Female,A9906,Image,Health,Fitness Lovers,0.1113032502504947,0.097,Commented,13,1.34,0.81,2025-11-28,07:29:02
454,Tablet,USA,25-34,Female,A7218,Image,Electronics,Travel Lovers,0.0286473679128411,0.093,Liked,49,0.61,0.44,2025-01-15,15:02:50
369,Mobile,India,35-44,Female,A4703,Text,Travel,Young Adults,0.084489971731394,0.0378,Liked,59,1.01,0.32,2025-01-19,18:18:41
938,Tablet,Germany,45-54,Female,A2721,Text,Electronics,Fitness Lovers,0.1205491979953926,0.1094,Liked,32,0.72,1.83,2025-02-28,14:09:49
930,Tablet,Germany,35-44,Male,A2746,Text,Travel,Tech Enthusiasts,0.0363416157601885,0.0889,Commented,36,0.93,0.35,2025-04-08,04:49:54
887,Mobile,USA,18-24,Female,A1078,Image,Fashion,Travel Lovers,0.0619919824287957,0.0935,Liked,42,0.95,0.61,2025-07-31,00:16:38
913,Desktop,UK,35-44,Male,A9428,Video,Electronics,Fitness Lovers,0.1080858831758397,0.0313,Commented,56,0.34,1.0,2025-01-01,08:48:41
184,Tablet,UK,45-54,Female,A8058,Video,Automotive,Young Adults,0.1294725875749252,0.1432,Commented,49,0.84,2.21,2025-10-09,11:24:03
438,Desktop,UK,35-44,Female,A6422,Text,Fashion,Travel Lovers,0.072675631021985,0.0603,Commented,38,1.1,0.4,2025-07-29,15:05:18
900,Desktop,Germany,25-34,Female,A5732,Text,Health,Fitness Lovers,0.0201758841786486,0.0595,Shared,33,0.91,0.13,2025-07-31,05:48:22
977,Tablet,UK,45-54,Female,A6993,Text,Travel,Tech Enthusiasts,0.0673835393467587,0.1253,Ignored,46,1.15,0.73,2025-04-03,10:36:48
238,Mobile,India,35-44,Male,A9350,Image,Electronics,Fitness Lovers,0.1331315822227878,0.0557,Ignored,57,0.51,1.45,2025-09-13,08:09:20
555,Tablet,India,25-34,Male,A4767,Image,Health,Family Oriented,0.0412666318106339,0.0524,Ignored,45,0.32,0.68,2025-08-01,21:54:57
113,Desktop,USA,25-34,Female,A9258,Image,Electronics,Family Oriented,0.0100648811651065,0.1395,Commented,29,1.0,0.14,2025-06-09,07:02:37
672,Desktop,USA,25-34,Female,A3426,Video,Health,Young Adults,0.0944562401096328,0.0769,Ignored,46,0.23,3.16,2025-06-15,14:02:40
870,Desktop,Germany,55+,Male,A5348,Text,Health,Family Oriented,0.0219207421822052,0.0463,Shared,50,1.3,0.08,2025-08-05,02:11:09
764,Mobile,India,25-34,Female,A6743,Video,Fashion,Tech Enthusiasts,0.0293842604048842,0.0607,Liked,46,1.3,0.14,2025-12-28,19:41:53
637,Tablet,USA,45-54,Female,A2771,Text,Travel,Family Oriented,0.0180152047267001,0.0813,Ignored,18,0.2,0.73,2025-03-02,03:03:37
430,Mobile,Germany,25-34,Female,A4802,Image,Fashion,Family Oriented,0.1366161216007893,0.0566,Liked,29,1.38,0.56,2025-12-10,03:33:27
489,Desktop,USA,25-34,Female,A9261,Video,Automotive,Travel Lovers,0.0518863146800444,0.0198,Ignored,58,0.85,0.12,2025-03-28,11:19:22
335,Mobile,USA,18-24,Female,A9685,Image,Electronics,Tech Enthusiasts,0.1070934185066539,0.0248,Ignored,47,1.2,0.22,2025-12-20,07:08:36
660,Desktop,USA,45-54,Male,A3237,Video,Fashion,Family Oriented,0.0519710488009512,0.0308,Shared,43,0.13,1.23,2025-04-15,16:12:31
773,Desktop,USA,35-44,Female,A8446,Text,Automotive,Travel Lovers,0.0468107681751046,0.0297,Ignored,57,0.48,0.29,2025-08-19,12:58:50
963,Mobile,USA,45-54,Female,A2088,Image,Electronics,Family Oriented,0.058292210072413,0.0254,Ignored,14,0.99,0.15,2025-04-04,14:27:39
645,Tablet,Germany,35-44,Male,A8082,Image,Automotive,Travel Lovers,0.0155923577528649,0.0457,Commented,16,1.04,0.07,2025-04-28,17:10:02
135,Tablet,Canada,45-54,Male,A5999,Text,Travel,Family Oriented,0.0622729825760191,0.142,Liked,11,1.08,0.82,2025-02-11,09:24:12
206,Desktop,India,55+,Female,A5988,Text,Fashion,Fitness Lovers,0.0703032817451787,0.0363,Shared,19,1.3,0.2,2025-10-14,00:28:26
999,Tablet,UK,55+,Female,A6288,Image,Health,Tech Enthusiasts,0.0117147196652986,0.0597,Shared,26,1.29,0.05,2025-09-20,01:15:39
317,Tablet,Canada,35-44,Female,A2639,Image,Travel,Young Adults,0.0634277990771887,0.0113,Ignored,27,1.33,0.05,2025-12-21,01:40:47
437,Tablet,Germany,55+,Female,A8885,Text,Health,Travel Lovers,0.0257056243161525,0.1245,Shared,34,1.31,0.24,2025-11-13,17:04:07
484,Desktop,India,45-54,Male,A5912,Image,Health,Tech Enthusiasts,0.118961171968752,0.0638,Commented,58,0.42,1.81,2025-07-28,09:14:23
234,Desktop,UK,45-54,Male,A8728,Image,Fashion,Tech Enthusiasts,0.0538227116454586,0.0696,Ignored,19,0.24,1.56,2025-05-19,03:49:48
892,Mobile,USA,35-44,Female,A9313,Image,Electronics,Tech Enthusiasts,0.0976122744475597,0.0125,Liked,50,1.46,0.08,2025-09-25,16:40:19
865,Tablet,India,25-34,Female,A5512,Text,Travel,Family Oriented,0.0632602822674296,0.1043,Liked,14,1.37,0.48,2025-07-14,21:30:50
630,Tablet,Germany,25-34,Male,A6045,Image,Health,Fitness Lovers,0.1428107367551446,0.0976,Liked,60,1.44,0.97,2025-01-24,06:49:22
897,Desktop,USA,35-44,Male,A3146,Text,Electronics,Fitness Lovers,0.0682107740524194,0.1337,Shared,31,0.24,3.8,2025-10-24,06:35:29
748,Mobile,USA,35-44,Male,A1486,Text,Health,Young Adults,0.0308598216512872,0.0786,Liked,23,0.83,0.29,2025-01-18,04:05:39
367,Mobile,UK,45-54,Female,A1728,Text,Electronics,Young Adults,0.0466692028551644,0.0383,Commented,36,0.39,0.46,2025-12-11,03:20:23
698,Tablet,Canada,25-34,Female,A5996,Image,Electronics,Travel Lovers,0.1496002962225135,0.0455,Ignored,19,0.86,0.79,2025-10-31,22:03:00
972,Tablet,Germany,25-34,Female,A1755,Text,Automotive,Family Oriented,0.0406535504012542,0.0255,Commented,38,0.53,0.2,2025-10-06,11:04:04
291,Mobile,UK,45-54,Female,A7259,Text,Fashion,Tech Enthusiasts,0.1098908936814389,0.1194,Liked,41,1.11,1.18,2025-01-08,05:15:09
253,Desktop,Canada,18-24,Male,A1982,Text,Fashion,Young Adults,0.1146632695080977,0.1215,Shared,21,0.96,1.45,2025-02-12,16:02:45
962,Mobile,India,18-24,Female,A6288,Image,Electronics,Young Adults,0.0203803736439423,0.0341,Liked,19,1.12,0.06,2025-03-07,15:48:14
623,Tablet,Germany,18-24,Male,A3576,Text,Electronics,Tech Enthusiasts,0.068349389697782,0.0236,Liked,14,1.18,0.14,2025-09-01,22:38:19
120,Desktop,India,55+,Female,A2981,Video,Electronics,Family Oriented,0.1161038267658757,0.0893,Shared,16,0.36,2.88,2025-03-25,19:16:53
335,Mobile,India,35-44,Male,A8032,Text,Electronics,Tech Enthusiasts,0.1285969752399358,0.0659,Commented,58,0.68,1.25,2025-12-10,17:47:56
995,Mobile,India,18-24,Female,A8156,Image,Health,Tech Enthusiasts,0.1179085212098424,0.0678,Commented,20,0.1,7.99,2025-03-16,20:01:36
313,Desktop,Germany,25-34,Male,A6268,Text,Electronics,Fitness Lovers,0.0696236676544899,0.0101,Ignored,21,1.38,0.05,2025-03-08,22:52:49
959,Mobile,UK,45-54,Male,A6896,Video,Fashion,Young Adults,0.0379979599828169,0.0872,Ignored,46,1.11,0.3,2025-06-03,02:29:10
199,Desktop,Canada,55+,Male,A2664,Video,Travel,Tech Enthusiasts,0.1476185936217181,0.0853,Shared,37,1.06,1.19,2025-01-04,12:17:51
330,Desktop,Germany,45-54,Female,A1685,Image,Fashion,Young Adults,0.1235778295622587,0.0694,Liked,37,1.07,0.8,2025-12-20,16:16:39
655,Mobile,UK,55+,Female,A9499,Text,Travel,Young Adults,0.0848911179061063,0.1234,Shared,38,0.45,2.33,2025-05-19,03:43:27
429,Tablet,UK,55+,Female,A8773,Video,Fashion,Family Oriented,0.1069376030148426,0.0921,Shared,20,1.07,0.92,2025-05-02,22:50:42
903,Tablet,Canada,35-44,Male,A1441,Text,Electronics,Fitness Lovers,0.0185862862004786,0.1204,Commented,59,1.05,0.21,2025-03-06,15:31:53
613,Desktop,Germany,55+,Female,A9125,Video,Automotive,Travel Lovers,0.0107043189285141,0.0883,Shared,28,0.45,0.21,2025-06-07,01:05:32
986,Mobile,Canada,25-34,Male,A6203,Image,Electronics,Young Adults,0.0639177885733939,0.0533,Ignored,33,0.15,2.27,2025-12-19,14:32:25
375,Mobile,India,45-54,Female,A2729,Text,Health,Family Oriented,0.0280593840438696,0.1233,Commented,27,0.58,0.6,2025-04-09,09:26:47
927,Tablet,UK,35-44,Female,A5194,Text,Automotive,Family Oriented,0.0948302481015493,0.1145,Shared,29,0.48,2.26,2025-06-23,16:01:56
656,Tablet,Canada,55+,Male,A7056,Image,Health,Young Adults,0.031505563988147,0.0633,Liked,34,1.22,0.16,2025-05-16,04:57:24
881,Mobile,Germany,35-44,Male,A4865,Video,Travel,Travel Lovers,0.0627914084931699,0.1344,Liked,16,0.61,1.38,2025-01-30,10:15:48
276,Tablet,Canada,35-44,Male,A7533,Text,Automotive,Fitness Lovers,0.1183156295699103,0.1084,Ignored,48,0.78,1.64,2025-05-16,12:52:53
585,Mobile,Germany,45-54,Male,A1265,Video,Electronics,Fitness Lovers,0.0426166368944667,0.1057,Commented,60,1.41,0.32,2025-05-07,00:21:08
593,Mobile,India,35-44,Male,A8852,Image,Fashion,Fitness Lovers,0.1346895878556023,0.053,Commented,38,0.65,1.1,2025-11-07,20:04:50
402,Tablet,UK,55+,Female,A1946,Text,Fashion,Tech Enthusiasts,0.1145614751248363,0.0946,Commented,57,1.18,0.92,2025-09-18,13:41:57
438,Desktop,India,35-44,Male,A8349,Video,Fashion,Family Oriented,0.1495426170011848,0.1033,Liked,47,1.22,1.27,2025-02-13,19:59:50
647,Mobile,UK,18-24,Female,A7296,Text,Fashion,Fitness Lovers,0.0960561562535434,0.0306,Ignored,42,0.69,0.43,2025-05-31,05:06:49
745,Desktop,India,45-54,Male,A2620,Text,Electronics,Fitness Lovers,0.0395282164355131,0.0374,Commented,60,0.87,0.17,2025-01-01,12:43:59
439,Mobile,UK,35-44,Female,A2031,Video,Automotive,Family Oriented,0.1083679640904862,0.067,Commented,11,0.22,3.3,2025-05-03,03:39:40
440,Mobile,USA,25-34,Male,A3975,Text,Automotive,Fitness Lovers,0.0996079271013315,0.1086,Shared,57,0.2,5.41,2025-01-21,19:03:00
224,Mobile,India,45-54,Female,A8988,Image,Health,Tech Enthusiasts,0.1016101248082904,0.1333,Liked,30,0.71,1.91,2025-01-07,20:49:27
653,Desktop,Canada,25-34,Male,A6743,Video,Health,Young Adults,0.1162981796391728,0.0471,Liked,14,1.18,0.46,2025-01-05,05:32:40
575,Mobile,USA,55+,Male,A1313,Image,Health,Travel Lovers,0.0397712036021433,0.0584,Commented,27,1.04,0.22,2025-09-03,17:04:31
267,Mobile,India,18-24,Female,A6061,Image,Health,Tech Enthusiasts,0.0380110445482069,0.1418,Commented,34,0.94,0.57,2025-05-08,14:04:08
765,Desktop,Germany,55+,Female,A2442,Text,Travel,Family Oriented,0.0795208249707446,0.0329,Shared,37,1.05,0.25,2025-05-08,01:28:42
151,Desktop,Canada,45-54,Male,A9247,Text,Automotive,Family Oriented,0.0790115714540399,0.0709,Ignored,12,0.86,0.65,2025-05-26,16:39:38
267,Desktop,Germany,18-24,Male,A7710,Video,Fashion,Young Adults,0.1079988543308569,0.0803,Liked,51,0.18,4.82,2025-04-26,15:49:04
530,Desktop,USA,55+,Female,A5811,Text,Automotive,Young Adults,0.0311785018383846,0.0859,Liked,34,1.39,0.19,2025-01-11,21:17:18
999,Tablet,UK,55+,Male,A4989,Image,Health,Fitness Lovers,0.0438302338676802,0.0143,Shared,14,1.24,0.05,2025-10-16,13:04:34
816,Mobile,Germany,55+,Female,A8780,Text,Travel,Fitness Lovers,0.0262027303628969,0.0854,Shared,43,0.29,0.77,2025-06-30,11:43:41
361,Desktop,India,45-54,Male,A4656,Image,Travel,Travel Lovers,0.0315998739314131,0.0163,Liked,13,0.64,0.08,2025-06-21,13:45:52
780,Tablet,India,45-54,Female,A5978,Image,Automotive,Tech Enthusiasts,0.0536321863892706,0.1486,Liked,13,1.4,0.57,2025-07-10,17:17:57
283,Tablet,UK,45-54,Female,A1728,Text,Electronics,Tech Enthusiasts,0.1235677833868308,0.0555,Commented,42,1.28,0.54,2025-07-05,19:03:13
828,Tablet,UK,25-34,Male,A1586,Image,Health,Family Oriented,0.1365939569122805,0.0497,Liked,51,1.04,0.65,2025-03-04,14:32:33
669,Desktop,Germany,25-34,Male,A4849,Image,Health,Young Adults,0.149987403611195,0.1083,Commented,21,0.61,2.66,2025-10-04,22:43:33
639,Mobile,Germany,35-44,Male,A2631,Video,Fashion,Tech Enthusiasts,0.1061298486711941,0.0688,Liked,49,0.73,1.0,2025-04-20,11:13:50
172,Mobile,Germany,25-34,Male,A5966,Image,Electronics,Family Oriented,0.1273294162610813,0.1103,Ignored,45,0.84,1.67,2025-06-27,20:37:42
334,Mobile,Germany,25-34,Female,A2687,Text,Travel,Travel Lovers,0.1260388455843572,0.1452,Liked,56,1.35,1.36,2025-05-28,05:41:57
644,Tablet,India,35-44,Male,A1879,Video,Travel,Travel Lovers,0.0979209066509088,0.126,Commented,32,0.65,1.9,2025-10-06,22:51:47
610,Mobile,Germany,18-24,Male,A7943,Text,Electronics,Young Adults,0.1173116414377384,0.0993,Shared,14,0.54,2.16,2025-05-26,04:58:53
707,Mobile,India,45-54,Male,A9515,Image,Fashion,Family Oriented,0.0631792481627325,0.0768,Shared,58,0.26,1.87,2025-05-20,12:59:04
863,Tablet,USA,55+,Male,A9273,Image,Electronics,Fitness Lovers,0.1479725949485293,0.0834,Ignored,33,1.0,1.23,2025-10-19,16:17:02
974,Desktop,Germany,35-44,Female,A1693,Video,Electronics,Tech Enthusiasts,0.1140859981444587,0.0701,Shared,31,1.2,0.67,2025-02-18,03:43:21
892,Mobile,Canada,45-54,Male,A7058,Text,Fashion,Tech Enthusiasts,0.064424166114647,0.014,Liked,26,0.66,0.14,2025-12-06,14:03:11
917,Tablet,Germany,18-24,Male,A7083,Text,Fashion,Travel Lovers,0.1157939979951014,0.1429,Shared,38,1.38,1.2,2025-09-04,17:54:34
942,Desktop,India,45-54,Male,A2372,Video,Travel,Family Oriented,0.0799755900721282,0.0128,Shared,49,1.33,0.08,2025-07-28,14:45:43
207,Mobile,USA,18-24,Male,A3800,Image,Fashion,Tech Enthusiasts,0.0562577847474441,0.0709,Shared,20,0.87,0.46,2025-11-04,19:35:58
278,Desktop,USA,45-54,Female,A2761,Text,Electronics,Travel Lovers,0.0570228154974692,0.0784,Liked,29,0.23,1.94,2025-08-26,00:42:32
894,Mobile,UK,25-34,Male,A5437,Video,Fashion,Young Adults,0.0848747711286455,0.0284,Liked,26,1.23,0.2,2025-03-03,21:10:52
955,Mobile,UK,45-54,Female,A3690,Video,Automotive,Travel Lovers,0.0622080156116016,0.0404,Shared,53,0.55,0.46,2025-09-15,04:18:27
196,Desktop,UK,25-34,Female,A7420,Image,Travel,Travel Lovers,0.059018080724791,0.0822,Ignored,49,0.31,1.56,2025-12-18,06:49:46
700,Mobile,USA,55+,Male,A1929,Text,Automotive,Travel Lovers,0.0648477386247189,0.0925,Liked,48,0.48,1.25,2025-10-22,00:31:21
376,Desktop,UK,25-34,Female,A1941,Text,Fashion,Fitness Lovers,0.0126452125733774,0.1138,Shared,58,0.99,0.15,2025-06-17,01:36:05
605,Mobile,Germany,45-54,Female,A9011,Video,Travel,Tech Enthusiasts,0.0487540573133541,0.1386,Commented,52,0.44,1.54,2025-04-15,05:07:46
429,Mobile,India,25-34,Male,A5030,Text,Electronics,Fitness Lovers,0.118581740961174,0.058,Liked,29,0.43,1.6,2025-08-03,10:47:43
167,Tablet,Germany,18-24,Male,A2323,Text,Electronics,Travel Lovers,0.1345348341593217,0.0218,Ignored,39,0.87,0.34,2025-07-06,04:26:12
615,Desktop,India,18-24,Male,A7038,Video,Electronics,Fitness Lovers,0.0526779568150532,0.0556,Shared,20,0.6,0.49,2025-09-11,17:29:40
937,Mobile,India,55+,Male,A9326,Video,Fashion,Fitness Lovers,0.0614336056450603,0.0691,Commented,12,0.41,1.04,2025-03-05,02:55:04
653,Tablet,India,35-44,Male,A7144,Video,Travel,Young Adults,0.0424790092445179,0.1178,Shared,32,0.91,0.55,2025-05-27,10:56:22
516,Tablet,Germany,35-44,Male,A4632,Image,Automotive,Family Oriented,0.1383007731159322,0.1368,Commented,28,1.41,1.34,2025-04-08,19:56:38
769,Tablet,Canada,45-54,Female,A7312,Text,Travel,Family Oriented,0.1477625524279284,0.0498,Commented,44,0.5,1.47,2025-02-21,12:32:20
872,Desktop,USA,55+,Male,A2470,Video,Fashion,Travel Lovers,0.0726414086630343,0.0942,Commented,54,1.39,0.49,2025-11-21,03:26:13
308,Tablet,UK,35-44,Female,A4436,Video,Automotive,Young Adults,0.0623073564819643,0.0713,Commented,33,1.04,0.43,2025-06-08,13:08:27
785,Desktop,India,45-54,Female,A2958,Image,Travel,Family Oriented,0.0505076019795616,0.1459,Commented,47,1.43,0.52,2025-01-23,18:52:03
273,Tablet,UK,55+,Female,A4711,Text,Electronics,Tech Enthusiasts,0.1106815377088483,0.0681,Shared,24,0.61,1.24,2025-10-31,22:55:38
810,Mobile,UK,45-54,Female,A4700,Image,Electronics,Travel Lovers,0.1464054769510297,0.0667,Commented,47,0.97,1.01,2025-11-13,20:51:05
142,Tablet,UK,45-54,Female,A8944,Image,Fashion,Young Adults,0.1153460447180413,0.076,Commented,23,0.42,2.09,2025-09-01,20:00:40
486,Mobile,Germany,35-44,Female,A3859,Video,Health,Young Adults,0.1305758792600044,0.0542,Ignored,59,0.96,0.74,2025-03-28,22:23:36
422,Tablet,India,55+,Female,A1858,Video,Fashion,Young Adults,0.1162357752821584,0.1262,Commented,23,1.18,1.24,2025-10-22,19:24:57
495,Mobile,Germany,25-34,Male,A7534,Image,Travel,Fitness Lovers,0.0323658577897222,0.0281,Liked,23,0.25,0.36,2025-01-23,04:51:53
357,Mobile,USA,55+,Male,A4638,Image,Fashion,Fitness Lovers,0.1064866788490079,0.1046,Commented,34,0.83,1.34,2025-03-17,03:45:19
598,Tablet,USA,18-24,Female,A6220,Text,Electronics,Fitness Lovers,0.0796030675647273,0.127,Ignored,40,1.4,0.72,2025-08-10,19:55:43
698,Mobile,USA,35-44,Male,A7585,Image,Automotive,Young Adults,0.0933620277942091,0.0818,Shared,26,1.02,0.75,2025-10-01,08:07:35
744,Tablet,India,18-24,Female,A1891,Text,Travel,Fitness Lovers,0.1303662482791994,0.0271,Shared,49,0.35,1.01,2025-10-06,20:39:52
549,Desktop,India,35-44,Male,A6837,Image,Travel,Travel Lovers,0.0221635677457486,0.0933,Shared,59,1.44,0.14,2025-05-31,03:31:17
853,Tablet,UK,18-24,Male,A4190,Video,Travel,Travel Lovers,0.0836615674932162,0.0637,Ignored,42,1.45,0.37,2025-05-09,15:31:25
151,Desktop,USA,18-24,Male,A4821,Text,Health,Young Adults,0.1246481053890407,0.0841,Ignored,17,1.19,0.88,2025-10-30,20:40:37
129,Tablet,India,18-24,Female,A6121,Text,Automotive,Fitness Lovers,0.0392876293409655,0.0485,Shared,42,0.52,0.37,2025-02-01,06:03:42
635,Tablet,India,35-44,Male,A7772,Text,Fashion,Fitness Lovers,0.0959571939368162,0.0185,Commented,52,0.63,0.28,2025-12-07,04:37:19
868,Desktop,Canada,25-34,Female,A8510,Image,Health,Family Oriented,0.0379132349442001,0.0747,Ignored,47,0.61,0.46,2025-05-15,17:21:04
851,Mobile,India,55+,Female,A3784,Video,Electronics,Travel Lovers,0.0455554182355756,0.096,Shared,34,1.26,0.35,2025-09-18,02:16:24
305,Desktop,Canada,35-44,Female,A5427,Image,Travel,Family Oriented,0.091697082816406,0.0103,Commented,18,0.74,0.13,2025-11-27,15:52:41
592,Mobile,Germany,45-54,Male,A2214,Video,Health,Fitness Lovers,0.0530992516668372,0.141,Shared,51,0.26,2.88,2025-11-04,12:34:23
668,Mobile,India,45-54,Male,A2086,Image,Automotive,Young Adults,0.0220202592280456,0.1066,Liked,40,0.39,0.6,2025-01-31,06:45:07
800,Tablet,UK,18-24,Male,A2512,Video,Electronics,Tech Enthusiasts,0.0441076390568633,0.1181,Ignored,27,1.47,0.35,2025-06-17,10:40:39
389,Tablet,Germany,25-34,Male,A1252,Text,Travel,Young Adults,0.0902660937377557,0.0589,Shared,20,1.23,0.43,2025-04-24,23:10:16
500,Mobile,Germany,35-44,Female,A5709,Video,Fashion,Travel Lovers,0.1487598253712788,0.1217,Liked,54,1.04,1.74,2025-05-05,18:50:52
638,Tablet,USA,45-54,Male,A6560,Text,Automotive,Fitness Lovers,0.086110146756265,0.0318,Ignored,51,0.24,1.14,2025-11-30,14:51:05
728,Mobile,Germany,45-54,Female,A3421,Image,Health,Tech Enthusiasts,0.0287309277211129,0.0683,Commented,14,0.34,0.58,2025-09-25,02:53:44
301,Desktop,Germany,45-54,Female,A5076,Text,Fashion,Tech Enthusiasts,0.0757362069979928,0.0462,Ignored,29,0.66,0.53,2025-05-13,12:06:25
178,Mobile,USA,55+,Female,A4852,Video,Health,Travel Lovers,0.0765905734637714,0.0957,Commented,11,1.18,0.62,2025-09-21,14:44:31
586,Mobile,Canada,18-24,Male,A7176,Image,Fashion,Young Adults,0.1430055915330237,0.0884,Shared,54,0.42,3.01,2025-06-22,02:46:52
899,Mobile,USA,35-44,Female,A5572,Video,Fashion,Tech Enthusiasts,0.0687221757591701,0.1017,Liked,60,1.44,0.49,2025-09-30,07:43:32
812,Desktop,Germany,45-54,Female,A8859,Text,Electronics,Young Adults,0.0307489123440928,0.1124,Liked,19,0.82,0.42,2025-01-16,06:40:56
491,Tablet,USA,55+,Female,A5980,Text,Health,Young Adults,0.0579723121156384,0.0947,Liked,20,0.94,0.58,2025-09-25,07:41:03
393,Desktop,USA,18-24,Male,A8272,Video,Automotive,Travel Lovers,0.0603594774510165,0.0332,Shared,58,1.2,0.17,2025-05-02,05:31:59
376,Tablet,UK,18-24,Male,A9236,Image,Travel,Fitness Lovers,0.0254379804186344,0.0837,Shared,24,1.13,0.19,2025-09-15,01:29:54
448,Desktop,Germany,35-44,Female,A7778,Text,Electronics,Fitness Lovers,0.0402819819836542,0.0688,Commented,29,1.45,0.19,2025-08-05,17:08:33
433,Desktop,India,18-24,Female,A7388,Image,Electronics,Family Oriented,0.0585773904302218,0.122,Shared,57,0.25,2.86,2025-05-16,04:48:26
442,Desktop,Canada,35-44,Male,A5310,Video,Electronics,Family Oriented,0.026283049677924,0.0721,Commented,22,0.85,0.22,2025-09-01,05:41:51
798,Mobile,Germany,35-44,Female,A2039,Image,Fashion,Travel Lovers,0.1145316977174495,0.0342,Ignored,23,0.98,0.4,2025-09-07,10:11:18
658,Mobile,UK,35-44,Male,A5198,Video,Travel,Family Oriented,0.0352642358464496,0.0325,Commented,13,0.64,0.18,2025-07-21,14:15:13
556,Desktop,USA,18-24,Male,A9931,Text,Travel,Young Adults,0.0198331545347291,0.1172,Liked,53,1.16,0.2,2025-11-08,12:56:18
112,Desktop,UK,35-44,Female,A6822,Image,Health,Young Adults,0.0246361513434663,0.083,Shared,60,1.08,0.19,2025-09-17,05:38:46
579,Mobile,India,55+,Female,A4585,Text,Health,Fitness Lovers,0.0843098985598622,0.059,Ignored,54,1.1,0.45,2025-12-02,20:24:49
592,Mobile,Germany,18-24,Female,A6747,Video,Fashion,Family Oriented,0.0304783713796274,0.0921,Ignored,41,0.22,1.28,2025-08-24,22:17:19
824,Mobile,Canada,35-44,Male,A9297,Image,Travel,Young Adults,0.1496895509235147,0.0837,Liked,17,0.2,6.26,2025-09-22,10:17:34
718,Tablet,Germany,18-24,Female,A8653,Video,Travel,Travel Lovers,0.107246827785138,0.0729,Ignored,24,1.46,0.54,2025-03-30,07:53:59
946,Desktop,India,55+,Male,A9771,Text,Travel,Tech Enthusiasts,0.1141426696981782,0.0679,Commented,51,0.65,1.19,2025-10-21,09:31:31
632,Mobile,India,35-44,Male,A7560,Video,Health,Family Oriented,0.1298945546460096,0.1323,Ignored,42,1.06,1.62,2025-03-20,18:45:20
267,Desktop,Canada,35-44,Female,A8446,Text,Fashion,Tech Enthusiasts,0.0573793894800238,0.1084,Commented,43,0.36,1.73,2025-10-14,19:40:52
330,Mobile,India,55+,Male,A1544,Text,Automotive,Young Adults,0.0868593971237232,0.107,Commented,36,0.54,1.72,2025-06-26,18:21:53
537,Tablet,USA,55+,Male,A8146,Text,Electronics,Family Oriented,0.0218348784971181,0.1257,Shared,50,0.83,0.33,2025-07-12,08:26:38
542,Mobile,Germany,45-54,Female,A3251,Text,Travel,Young Adults,0.1266151030533829,0.0218,Shared,37,0.53,0.52,2025-10-02,20:22:25
174,Desktop,Germany,18-24,Female,A8782,Text,Automotive,Family Oriented,0.0956962879536817,0.068,Ignored,24,1.2,0.54,2025-03-15,22:40:09
826,Mobile,Canada,25-34,Male,A8010,Text,Fashion,Fitness Lovers,0.0813832115156279,0.1118,Shared,56,0.33,2.76,2025-08-08,15:28:11
715,Desktop,UK,45-54,Female,A7260,Image,Travel,Travel Lovers,0.044409807506941,0.1025,Liked,38,0.98,0.46,2025-05-19,18:06:50
829,Desktop,Canada,25-34,Male,A3768,Image,Electronics,Young Adults,0.0222418912298921,0.0155,Ignored,15,1.08,0.03,2025-10-17,16:56:24
